gene,score
LMNB1-DT,0.0
LINC02624,0.0
LOC102723672,0.0
LOC105375115,0.0
LOC105375843,0.0
C5orf22,0.0
IDI1,0.0
LOC101927752,0.0
LOC101928087,0.0
LOC101928160,0.0
LOC101928902,0.0
LOC101929269,0.0
LOC101929341,0.0
LOC102723322,0.0
LOC105378330,0.0
LINC02622,0.0
LINC02679,0.0
NOP16,0.0
LINC02650,0.0
LOC105378430,0.0
LOC105375483,0.0
LOC105377448,0.0
LMNB1,0.0
TMEM269-DT,0.0
ADH1C,0.0
OLFM5P,0.0
ENPP3,0.0
LOC105369532,0.0
CASP6,0.0
MMP11,0.0
PPP1R2,0.0
LOC100132686,0.0
DIRC3-AS1,0.0
LOC106699570,0.0
LOC100128386,0.0
PRH1,0.0
SPACA9,0.0
HSPB11,0.0
TMEM234,0.0
AAMDC,0.0
LOC101929208,0.0
GUSBP4,0.0
MIR5689HG,0.0
MIR4432HG,0.0
SNORD129,0.0
SNORD130,0.0
SNORD131,0.0
SNORD132,0.0
SNORD137,0.0
LOC105376331,0.0
SNORD140,0.0
SNORD141A,0.0
SNORD141B,0.0
LOC105372071,0.0
MIR193BHG,0.0
TCF4-AS1,0.0
LOC106660606,0.0
MIR3945HG,0.0
ADH6,0.0
LINC01456,0.0
FAM242B,0.0
LOC105377590,0.0
VSTM2A,0.0
LINC01629,0.0
PCF11-AS1,0.0
ROPN1,0.0
THAP6,0.0
TTC29,0.0
FBXO48,0.0
WDYHV1,0.0
LOC105375504,0.0
CEP95,0.0
LOC105375556,0.0
LOC105375512,0.0
LOC105375545,0.0
CHCHD7,0.0
LINC02619,0.0
LINC02429,0.0
LINC02494,0.0
BMS1P22,0.0
CXCL17,0.0
BET1,0.0
TRPC7-AS2,0.0
MDC1-AS1,0.0
DPM1,0.0
RAB25,0.0
WDR77,0.0
HTR3E-AS1,0.0
ULBP1,0.0
OSTN-AS1,0.0
LINC00449,0.0
MUC17,0.0
CHCHD3,0.0
METAP2,0.0
DDX39B-AS1,0.0
FRGCA,0.0
LOC106780825,0.0
CLPX,0.0
STYXL1,0.0
LOC102724593,0.0
ANO3-AS1,0.0
TBC1D7-LOC100130357,0.0
GAA,0.0
COL21A1,0.0
FAM3D-AS1,0.0
RARS2,0.0
LOC100130357,0.0
MRPL18,0.0
HEXA,0.0
LOC100419170,0.0
LOC105372397,0.0
SLC22A10,0.0
TMEM241,0.0
POTEC,0.0
CNPY3,0.0
GEMIN7-AS1,0.0
CNPY3-GNMT,0.0
GNMT,0.0
LINC02382,0.0
LOC105377651,0.0
LOC105377480,0.0
LOC105377458,0.0
LINC01898,0.0
LOC100505797,0.0
LOC645967,0.0
IFT88,0.0
LOC401261,0.0
LINC02260,0.0
MRPL48,0.0
PIGY-DT,0.0
LINC02482,0.0
UCK1,0.0
LOC105374428,0.0
LINC02353,0.0
LOC105374344,0.0
WDR31,0.0
LOC101929621,0.0
TVP23A,0.0
LINC01841,0.0
LOC101929161,0.0
COL11A1,0.0
NOTCH4,0.0
ITGB1BP1,0.0
MYB,0.0
CEP68,0.0
IQCB1,0.0
NEPRO,0.0
LOC101927480,0.0
CYP2J2,0.0
LOC105372273,0.0
PABPC1L,0.0
CYP4A11,0.0
LOC105370068,0.0
LOC105370024,0.0
LINC02439,0.0
LOC105369980,0.0
CYP4B1,0.0
COX7A2L,0.0
LINC02339,0.0
BCKDHB,0.0
LOC100506016,0.0
LOC102725254,0.0
STK32C,0.0
CD96,0.0
ACSM1,0.0
MST1R,0.0
ZNF426-DT,0.0
LINC02243,0.0
ZNF433-AS1,0.0
LINC01775,0.0
MECOM-AS1,0.0
RARB-AS1,0.0
EEF1AKMT1,0.0
MAK,0.0
LINC02032,0.0
LINC01983,0.0
LOC101926934,0.0
LINC02510,0.0
LINC02639,0.0
RPL7L1,0.0
TTF1,0.0
LAMTOR4,0.0
MIR6071,0.0
QPRT,0.0
ACTL6B,0.0
MLXIPL,0.0
LOC101928126,0.0
LOC105372653,0.0
BEST1,0.0
LOC101928807,0.0
LOC100506098,0.0
GS1-124K5.4,0.0
GINS1,0.0
LOC730338,0.0
LOC105372672,0.0
LINC01728,0.0
VTI1A,0.0
TTLL9,0.0
MPP7,0.0
PLPP4,0.0
LINC02657,0.0
LOC105376398,0.0
LINC02652,0.0
LINC02644,0.0
LOC105378269,0.0
LOC105378292,0.0
LOC107001062,0.0
LOC101927377,0.0
LOC105378311,0.0
LOC105379477,0.0
CERNA2,0.0
TMEM250,0.0
TMEM26,0.0
HSD11B1-AS1,0.0
AQP7,0.0
LOC105372179,0.0
LINC02554,0.0
FCF1P2,0.0
LOC105369595,0.0
LOC105374960,0.0
LOC105374952,0.0
LINC01640,0.0
LOC102724357,0.0
LOC102724152,0.0
LOC101929460,0.0
LOC105373021,0.0
LOC101929243,0.0
LINC01665,0.0
LOC101929188,0.0
LOC101929006,0.0
LOC105373044,0.0
LOC105373051,0.0
LINC02535,0.0
LOC101928429,0.0
NUP160,0.0
LOC105374972,0.0
TP53I11,0.0
LOC105374988,0.0
LINC02570,0.0
LOC105372069,0.0
EXOSC1,0.0
LOC105372068,0.0
LOC105372038,0.0
LOC105378127,0.0
LOC105378123,0.0
LOC105378098,0.0
LOC105378068,0.0
LOC105378052,0.0
LOC105378047,0.0
LOC105377967,0.0
LINC02534,0.0
LOC105372028,0.0
LOC101927809,0.0
LOC105375075,0.0
LOC145694,0.0
SNORA111,0.0
LINC01751,0.0
LINC01921,0.0
LOC101928402,0.0
ENPP7P13,0.0
LOC102467222,0.0
LOC101929710,0.0
LINC02109,0.0
LOC101928858,0.0
PWRN3,0.0
SLC5A2,0.0
TCEANC2,0.0
LINC01934,0.0
INO80E,0.0
MIEF1,0.0
LINC00364,0.0
RAI1-AS1,0.0
RSBN1,0.0
CZIB,0.0
BISPR,0.0
LOC102723968,0.0
NIPSNAP3B,0.0
VIPR2,0.0
LINC00106,0.0
LDB2,0.0
WASIR2,0.0
PRO1804,0.0
LOC101927969,0.0
LOC101929719,0.0
MTCH1,0.0
ITFG2,0.0
WASH8P,0.0
CHRD,0.0
LINC02347,0.0
DLSTP1,0.0
TIMM9,0.0
RMI2,0.0
FOPNL,0.0
EVA1B,0.0
DERL2,0.0
DANT2,0.0
NKILA,0.0
ZNF33B,0.0
NAT9,0.0
PPP2R3C,0.0
C1orf35,0.0
GVQW3,0.0
C5orf60,0.0
C5orf58,0.0
MED20,0.0
ADIG,0.0
LINC01600,0.0
LGR4-AS1,0.0
LINC01599,0.0
TXNL4A,0.0
LRMDA,0.0
SGO1,0.0
POU5F1P5,0.0
WDR73,0.0
DYNLRB2,0.0
LNPK,0.0
PMS2P7,0.0
APCDD1L,0.0
RSAD1,0.0
TSACC,0.0
LINC01949,0.0
LCAL1,0.0
LOC105274304,0.0
CCDC26,0.0
LOC102724434,0.0
LOC613266,0.0
MXRA7,0.0
LOC644285,0.0
LINC01873,0.0
LOC100288254,0.0
LINC01602,0.0
C11orf72,0.0
TGDS,0.0
EML2-AS1,0.0
LOC105376360,0.0
TSC22D4,0.0
MIR8069-2,0.0
MIR941-5,0.0
MIR6859-4,0.0
MIR5701-3,0.0
GHET1,0.0
TBC1D22B,0.0
SFT2D1,0.0
MFSD3,0.0
TSC22D2,0.0
CCDC138,0.0
DENND10,0.0
RHEBL1,0.0
OIT3,0.0
DNAJC5G,0.0
ZNF511,0.0
PRUNE1,0.0
MIR6724-4,0.0
MIR6724-3,0.0
MIR6724-2,0.0
MIR3670-4,0.0
C5orf64,0.0
C19orf84,0.0
ZCCHC2,0.0
CEP112,0.0
LINC01402,0.0
GACAT3,0.0
KCNMB2-AS1,0.0
GS1-594A7.3,0.0
LOC343052,0.0
MIR9500,0.0
MIR548BB,0.0
MIR3179-4,0.0
MIR1244-4,0.0
MIR3648-2,0.0
MIR3670-3,0.0
ISG20,0.0
HS3ST3B1,0.0
LOC401357,0.0
CCER1,0.0
MIR8485,0.0
CSAG3,0.0
LINC01881,0.0
RILPL2,0.0
LOC100506123,0.0
ZNF773,0.0
ADAM28,0.0
CKAP2L,0.0
CCDC144A,0.0
SAMD7,0.0
C3orf22,0.0
OOSP1,0.0
MUC21,0.0
KCNQ1-AS1,0.0
TLX1NB,0.0
LINC00243,0.0
MIR4536-2,0.0
MIR4539,0.0
MIR4538,0.0
MIR4537,0.0
LOC104968399,0.0
PRSS2,0.0
RPS19BP1,0.0
FUBP1,0.0
FGF11,0.0
KRTAP10-2,0.0
H2BW3P,0.0
LOC100421746,0.0
TMEM143,0.0
MIR466,0.0
MIR3149,0.0
MIR3171,0.0
MIR3195,0.0
MIR4259,0.0
MIR4528,0.0
UBE2D3-AS1,0.0
LOC105372795,0.0
SNORA110,0.0
LINC01981,0.0
LINC02027,0.0
LINC02053,0.0
MHENCR,0.0
COX20,0.0
PCCA-DT,0.0
ACAD11,0.0
SULF1,0.0
LUADT1,0.0
CXXC4,0.0
LINC01615,0.0
AIFM1,0.0
LINC01616,0.0
TMEM14EP,0.0
LTA4H,0.0
AURKB,0.0
YBX1,0.0
LINC01613,0.0
PSLNR,0.0
LOC101927000,0.0
LINC01614,0.0
LINC00374,0.0
LINC00390,0.0
ARF4-AS1,0.0
LINC00430,0.0
STT3A-AS1,0.0
PCSK6-AS1,0.0
LINC01037,0.0
LINC01078,0.0
LINC01173,0.0
KCNK15-AS1,0.0
LINC01381,0.0
LINC01022,0.0
LINC01596,0.0
LINC01318,0.0
NOP53-AS1,0.0
LNCTAM34A,0.0
MIR34AHG,0.0
LINC01052,0.0
ALG14-AS1,0.0
SNORA95,0.0
SNORA98,0.0
SNORA99,0.0
SNORA100,0.0
SNORA103,0.0
SNORA104,0.0
SGO1-AS1,0.0
SNORA105A,0.0
MIR3142HG,0.0
SNORA105B,0.0
SNORA105C,0.0
LOC101929227,0.0
SNORA107,0.0
OXCT2P1,0.0
SNORA108,0.0
SNORA109,0.0
SNORA94,0.0
SNORA93,0.0
SNORA92,0.0
SNORA91,0.0
SNORD128,0.0
SCARNA28,0.0
SNORD134,0.0
SNORD135,0.0
SNORD136,0.0
SNORD142,0.0
SNORD143,0.0
SNORD144,0.0
SCARNA26A,0.0
SCARNA26B,0.0
SNORA86,0.0
SNORA87,0.0
SNORA88,0.0
SNORA89,0.0
SNORA90,0.0
GRPEL2-AS1,0.0
DPY19L1P2,0.0
LINC02130,0.0
SIMC1,0.0
LINC01594,0.0
GPX8,0.0
SETD7,0.0
C9orf135,0.0
SNCAIP,0.0
LINC01601,0.0
CCNJL,0.0
ZNF346,0.0
LINC00373,0.0
RNF32,0.0
CRYGN,0.0
CCEPR,0.0
LINC01621,0.0
AGAP1-IT1,0.0
LINC00566,0.0
CASP1P2,0.0
RHOXF1P1,0.0
LINCMD1,0.0
MIR670HG,0.0
LINC01589,0.0
LINC01671,0.0
SMILR,0.0
LOC105372441,0.0
XACT,0.0
XLOC_007697,0.0
XLOC_008559,0.0
XLOC_009911,0.0
LINC01455,0.0
B3GALT1-AS1,0.0
LINC01040,0.0
LINC01047,0.0
LINC02589,0.0
RHOXF1-AS1,0.0
THRA1/BTR,0.0
SMCR2,0.0
LOC105747689,0.0
LINC01771,0.0
BLOC1S6,0.0
FRG1FP,0.0
TH2LCRR,0.0
SNHG25,0.0
LINC02729,0.0
FRG1CP,0.0
FRG1DP,0.0
LOC105373609,0.0
SHH,0.0
CASP16P,0.0
LINC01693,0.0
HLA-V,0.0
NAT8B,0.0
LINC01620,0.0
LOC158434,0.0
LOC100652758,0.0
GSTT1-AS1,0.0
CLTA,0.0
LINC00445,0.0
SNHG19,0.0
DPP10-AS3,0.0
PPP3CB-AS1,0.0
MEAT6,0.0
IL6-AS1,0.0
LRP1-AS,0.0
LINC01878,0.0
LINC02676,0.0
LINC02224,0.0
ADGRD1-AS1,0.0
LINC02476,0.0
LINC02365,0.0
LINC01922,0.0
LINC02563,0.0
LINC02441,0.0
LINC01611,0.0
LINC01063,0.0
PRRX2-AS1,0.0
LOC105369945,0.0
LOC105372582,0.0
ABI1,0.0
LINC01716,0.0
LOC105372383,0.0
LINC01872,0.0
LOC105372483,0.0
ZNF460-AS1,0.0
TMEM183A,0.0
LOC105372493,0.0
FKBP1B,0.0
LINC01669,0.0
LOC105373156,0.0
PFKFB3,0.0
SETD9,0.0
FAM230H,0.0
FAM230E,0.0
FAM230J,0.0
FAM230F,0.0
FAM230G,0.0
LOC105371998,0.0
NIPAL3,0.0
LINC01925,0.0
LOC101927989,0.0
ULK4,0.0
IDH3B,0.0
LOC101927855,0.0
LOC101928021,0.0
IDE,0.0
LOC101929552,0.0
LOC100996842,0.0
LINC01976,0.0
EFL1,0.0
TMEM74,0.0
LOC105371592,0.0
LOC105371730,0.0
LOC105371789,0.0
LOC105371899,0.0
SEPTIN9-DT,0.0
LOC102724728,0.0
MAGEA4-AS1,0.0
MFSD13B,0.0
ZCWPW2,0.0
CDK7,0.0
FAM177B,0.0
DIO1,0.0
GLYR1,0.0
SFPQ,0.0
DPEP2,0.0
FANCB,0.0
DDX3Y,0.0
ZNF197,0.0
ELAVL4,0.0
RBM41,0.0
TMC7,0.0
MLLT10,0.0
SLC25A16,0.0
SHCBP1,0.0
SRD5A1,0.0
NUDT15,0.0
TIAL1,0.0
RBCK1,0.0
SNAP47,0.0
LOC101927960,0.0
LOC105379393,0.0
PARP6,0.0
LOC100130698,0.0
FBXW4,0.0
LOC729870,0.0
CDO1,0.0
AGBL4,0.0
LOC729815,0.0
TASP1,0.0
CFAP20,0.0
ACP6,0.0
LINC02604,0.0
LOC283028,0.0
NRSN2,0.0
LOC105371184,0.0
TREM1,0.0
HMBOX1,0.0
LINC02618,0.0
LOC101928166,0.0
LINC02028,0.0
CENPO,0.0
LOC105374297,0.0
LOC105374313,0.0
VWC2,0.0
LINC02022,0.0
LOC105377267,0.0
LOC102724708,0.0
LOC105377621,0.0
LOC105377623,0.0
LOC102724404,0.0
LOC105374620,0.0
ZNF175,0.0
LINC02211,0.0
KCNIP1-AS1,0.0
UBE2E2-AS1,0.0
MFSD9,0.0
LINC01918,0.0
LOC105373764,0.0
CLCA4-AS1,0.0
FAM219B,0.0
TRIP4,0.0
ASAH2B,0.0
ATAD1,0.0
ADGRF3,0.0
LOC102723665,0.0
LOC102725072,0.0
ZNF530,0.0
LINC02645,0.0
AS-PTPRE,0.0
MRPS5,0.0
NDUFA10,0.0
ADA,0.0
LOC105373352,0.0
VCAN-AS1,0.0
TEX51,0.0
CARF,0.0
LOC105374389,0.0
LOC102723566,0.0
KIAA1328,0.0
DDX31,0.0
LOC105379252,0.0
LOC105374820,0.0
ST6GAL2,0.0
CEBPZOS,0.0
LOC105373805,0.0
TMEM167B,0.0
LOC105373782,0.0
LOC105373656,0.0
LOC105373562,0.0
LOC105373394,0.0
LOC102724579,0.0
LOC101928881,0.0
LOC101927050,0.0
LOC101929748,0.0
LOC102724580,0.0
LOC101929583,0.0
NEMP2,0.0
TSBP1-AS1,0.0
LOC105378146,0.0
LOC105377879,0.0
LOC101927420,0.0
LOC101929998,0.0
LOC102724738,0.0
LOC102725191,0.0
LOC105369146,0.0
PRPF4,0.0
LOC105375218,0.0
LOC105375297,0.0
LOC105375304,0.0
LOC101928058,0.0
LOC105375713,0.0
ANKRD18CP,0.0
SHOC2,0.0
GOLGA2P11,0.0
HDAC9,0.0
TDRD6,0.0
FSIP2-AS1,0.0
ZFY-AS1,0.0
ARSD-AS1,0.0
MORC1-AS1,0.0
LOC339685,0.0
LINC01149,0.0
LOC105379807,0.0
DCLRE1CP1,0.0
AP2A2,0.0
ACBD7-DCLRE1CP1,0.0
BTBD9-AS1,0.0
DPH1,0.0
RINT1,0.0
RIC3,0.0
CHL1-AS2,0.0
RFC5,0.0
LOC100288208,0.0
LINC00402,0.0
ERVK3-1,0.0
LOC105372480,0.0
HIF1A-AS3,0.0
PUSL1,0.0
FABP12,0.0
AKR1B1,0.0
C12orf4,0.0
DINOL,0.0
FLRT2,0.0
RHBDD2,0.0
UNC79,0.0
LOC108783654,0.0
STX18,0.0
RSPH3,0.0
LINC01988,0.0
CEP83,0.0
AMZ2,0.0
C15orf54,0.0
SELENOF,0.0
PRADC1,0.0
SPAG16-DT,0.0
PI4K2B,0.0
LOC728715,0.0
FRA10AC1,0.0
LOC730183,0.0
PITRM1,0.0
OGDHL,0.0
ZNF184,0.0
ERLIN1,0.0
LOC400682,0.0
EPB41L4A,0.0
SNX19,0.0
METTL25,0.0
IFT81,0.0
ENOX1,0.0
NLRP2,0.0
ZNF776,0.0
LRATD1,0.0
LOC389602,0.0
LOC389831,0.0
MASCRNA,0.0
CDKL4,0.0
ZNF429,0.0
LOC100507599,0.0
THORLNC,0.0
UVRAG-DT,0.0
LINC02397,0.0
SERP2,0.0
LOC101927974,0.0
ARV1,0.0
TMEM62,0.0
CYP2T1P,0.0
NOS2P3,0.0
ADAM3B,0.0
RN7SL832P,0.0
UBE2CP5,0.0
ZNF783,0.0
TNFRSF1A,0.0
LIN7A,0.0
INIP,0.0
PTDSS2,0.0
POU6F2-AS2,0.0
WASIR1,0.0
COL5A1-AS1,0.0
ZBED3,0.0
MRI1,0.0
ZNF431,0.0
ARL16,0.0
ANKRD20A9P,0.0
ZNF25,0.0
TCTE3,0.0
ARRDC3,0.0
PAXX,0.0
OARD1,0.0
LINC01579,0.0
HCG24,0.0
LINC00279,0.0
RHBDD3,0.0
LINC00621,0.0
ISX-AS1,0.0
SP4,0.0
STX7,0.0
PIK3R3,0.0
KLRG1,0.0
BABAM2,0.0
NEDD8-MDP1,0.0
ERAP2,0.0
TMA7,0.0
TMEM243,0.0
LOC107985033,0.0
EMC2,0.0
LINC00677,0.0
ZNF420,0.0
HCG21,0.0
LINC00384,0.0
FAM163A,0.0
HEATR3,0.0
FAM72C,0.0
PRIMPOL,0.0
L3HYPDH,0.0
CMC1,0.0
SFTA3,0.0
MCRIP2,0.0
TLE6,0.0
VWA3B,0.0
DCAF16,0.0
ZFR,0.0
TRIR,0.0
CLLU1OS,0.0
FAM72D,0.0
DHX29,0.0
SLC35G1,0.0
IGFLR1,0.0
GZMB,0.0
USP45,0.0
PLAC9,0.0
PPTC7,0.0
STARD6,0.0
THAP8,0.0
ELMOD3,0.0
PNO1,0.0
TGFB2,0.0
ENKD1,0.0
SLC25A46,0.0
XKR6,0.0
RBP7,0.0
ARHGEF9-IT1,0.0
CBWD2,0.0
SFXN5,0.0
PREB,0.0
LINP1,0.0
ZNF518A,0.0
CEPT1,0.0
SPINK13,0.0
LOC105370943,0.0
LINC02352,0.0
GBP3,0.0
LOC105370622,0.0
LOC105371046,0.0
LOC105371038,0.0
LOC102723692,0.0
LOC101928659,0.0
LINC02189,0.0
LINC02188,0.0
SPX,0.0
LOC101928595,0.0
SVIP,0.0
LOC101928557,0.0
LOC101927793,0.0
LINC02177,0.0
LINC02175,0.0
LOC729652,0.0
LINC01460,0.0
ADAM18,0.0
LOC105371049,0.0
LOC105371083,0.0
LOC105371328,0.0
LOC105371335,0.0
YAF2,0.0
RSRP1,0.0
LOC105376271,0.0
NR1H4,0.0
CRADD,0.0
COMMD2,0.0
ZBTB41,0.0
CCNL2,0.0
LINC02329,0.0
SHISAL2A,0.0
LOC105370586,0.0
TM2D1,0.0
HNRNPA1,0.0
SHE,0.0
LOC105376772,0.0
LOC93463,0.0
FCRL3,0.0
FAM242F,0.0
LINC00533,0.0
LOC105370619,0.0
BFSP2-AS1,0.0
LINC00334,0.0
LINC00567,0.0
CASC22,0.0
CARNMT1,0.0
LINC00868,0.0
LINC00517,0.0
LOC100130111,0.0
LINC01376,0.0
LINC01451,0.0
HCG15,0.0
GCC2-AS1,0.0
PRAMENP,0.0
HECW1-IT1,0.0
DDX19A,0.0
GPATCH1,0.0
LOC105378183,0.0
C1orf61,0.0
RPL22L1,0.0
LINC02003,0.0
PCNP,0.0
LINC01785,0.0
IGFL2-AS1,0.0
LINC02274,0.0
LINC02314,0.0
LOC101927690,0.0
KIAA2012-AS1,0.0
LINC02011,0.0
LOC101928143,0.0
LINC02287,0.0
LINC02282,0.0
LOC105370457,0.0
LOC105370473,0.0
LOC105370489,0.0
LOC102724156,0.0
LOC105375972,0.0
MIR29B2CHG,0.0
C12orf40,0.0
SLTM,0.0
LOC100506691,0.0
LINC02415,0.0
LOC645485,0.0
LOC105378663,0.0
CLEC12B,0.0
LOC100507548,0.0
LINC02683,0.0
KAZALD1,0.0
LOC101928424,0.0
LOC105378614,0.0
FRG2KP,0.0
LOC105376805,0.0
EXOSC10-AS1,0.0
LOC101928510,0.0
LINC02745,0.0
LINC02400,0.0
LINC02609,0.0
LOC101928617,0.0
LOC105378933,0.0
AOX3P-AOX2P,0.0
LOC105369921,0.0
LINC02410,0.0
LOC105369911,0.0
LINC02392,0.0
LINC02399,0.0
LOC105369879,0.0
LINC02424,0.0
LINC02403,0.0
LOC105369781,0.0
LINC02451,0.0
LINC02422,0.0
LOC105369691,0.0
MIR200CHG,0.0
LOC105369187,0.0
LOC101928985,0.0
LINC02702,0.0
LINC01243,0.0
MAGOHB,0.0
LOC101929935,0.0
GTF2IP12,0.0
LOC101928177,0.0
EMC1-AS1,0.0
LINC01736,0.0
CMAS,0.0
EDEM3,0.0
LOC105379450,0.0
DEPDC4,0.0
GPRACR,0.0
ISCU,0.0
LOC100505588,0.0
LOC101926948,0.0
EMG1,0.0
HSPC324,0.0
LOC101928932,0.0
LINC02760,0.0
LOC105369509,0.0
DDX55,0.0
LOC105369507,0.0
CSGALNACT2,0.0
TRMT13,0.0
GTF2IP7,0.0
LOC105369632,0.0
LOC105369332,0.0
LINC01696,0.0
PPP1R14B-AS1,0.0
GLMN,0.0
LINC02711,0.0
LINC02746,0.0
LOC105369438,0.0
LINC02737,0.0
LOC105371433,0.0
LINC02719,0.0
LINC02732,0.0
SLC9C1,0.0
SEMA3F-AS1,0.0
LOC101928042,0.0
LOC105373338,0.0
LOC105371485,0.0
TMBIM1,0.0
DHX33-DT,0.0
LINC02079,0.0
LOC105371795,0.0
LOC105371849,0.0
REV1,0.0
LOC105373378,0.0
LOC105370802,0.0
LOC101928000,0.0
IGHV1OR15-3,0.0
LOC642131,0.0
LHX1-DT,0.0
LOC105371703,0.0
LOC105371814,0.0
TMEM202-AS1,0.0
LINC01970,0.0
LOC101928475,0.0
ARHGDIB,0.0
LOC102724908,0.0
ATG4A,0.0
SLC25A41,0.0
SCARNA21B,0.0
LOC105377213,0.0
SCARNA18B,0.0
LINC02601,0.0
SNORA101A,0.0
SNORA101B,0.0
LOC100505585,0.0
CNPPD1,0.0
HEATR9,0.0
LOC101928389,0.0
USHBP1,0.0
LOC101927727,0.0
MARCHF10-DT,0.0
LOC105370829,0.0
LOC105370792,0.0
LOC101928195,0.0
FOXO6-AS1,0.0
SNTG1,0.0
LOC101928596,0.0
FIGNL2-DT,0.0
LOC101928728,0.0
LOC101929536,0.0
CBLB,0.0
LINC02337,0.0
LPGAT1-AS1,0.0
LOC105370954,0.0
CA8,0.0
LYPLAL1-AS1,0.0
ZNF616,0.0
LOC102724562,0.0
LOC646548,0.0
LOC101927751,0.0
IZUMO1,0.0
SULT1C4,0.0
SLCO3A1,0.0
HTRA2,0.0
LOC285095,0.0
LOC102724452,0.0
LINC02259,0.0
LOC102723493,0.0
LINC02206,0.0
DUSP19,0.0
ADAMTS6,0.0
LOC101928907,0.0
LOC102723335,0.0
IGHV1OR15-1,0.0
LOC102724760,0.0
LOC400464,0.0
GTF2IP23,0.0
LOC105371458,0.0
LOC102724064,0.0
RPS9,0.0
TSEN2,0.0
LOC101927635,0.0
BOLA2,0.0
LOC105379511,0.0
FHIT,0.0
LILRB3,0.0
MAN2A2,0.0
LOC105370757,0.0
SNRPA1,0.0
LOC105378591,0.0
CA12,0.0
DNMT3L-AS1,0.0
LINC01832,0.0
CYYR1-AS1,0.0
LINC01668,0.0
LOC101930094,0.0
LINC01684,0.0
LINC01690,0.0
CCDC174,0.0
LOC105373878,0.0
LOC100505874,0.0
LOC102724532,0.0
SNHG30,0.0
LOC101928725,0.0
LINC00484,0.0
LOC101929054,0.0
RBM11,0.0
SMG1P6,0.0
LOC105370203,0.0
LINC02341,0.0
LOC102723345,0.0
LINC01043,0.0
PHF11,0.0
SETDB2-PHF11,0.0
B3GNTL1,0.0
MASTL,0.0
WIPI1,0.0
CYYR1,0.0
CREB1,0.0
LOC105373876,0.0
CYP2F1,0.0
ZNF687-AS1,0.0
LINC02000,0.0
LINC01796,0.0
LINC02070,0.0
LOC105373496,0.0
LINC01857,0.0
METTL8,0.0
LINC02049,0.0
LOC101926968,0.0
HDAC4-AS1,0.0
LOC105373553,0.0
ANKRD44-AS1,0.0
DPY30,0.0
LINC01760,0.0
LINC01831,0.0
LINC01813,0.0
HDAC6,0.0
TBC1D8-AS1,0.0
LINC02010,0.0
LINC02805,0.0
LOC101929882,0.0
SLC7A14-AS1,0.0
LINC01935,0.0
LOC105377146,0.0
LOC105377143,0.0
LOC105377102,0.0
LOC105376975,0.0
LINC01991,0.0
NDUFA7,0.0
EIF2AK3-DT,0.0
LOC105374194,0.0
LINC02029,0.0
LOC105374060,0.0
LOC101929411,0.0
DENND6A-DT,0.0
LOC101929130,0.0
SGCA,0.0
MIR6072,0.0
LOC101409256,0.0
MIR6070,0.0
MIR150,0.0
MIR143,0.0
MIR144,0.0
MIR145,0.0
MIR152,0.0
MIR153-1,0.0
MIR153-2,0.0
MIR191,0.0
MIR9-1,0.0
MIR125A,0.0
MIR125B2,0.0
MIR126,0.0
MIR127,0.0
MIR129-2,0.0
MIR134,0.0
MIR136,0.0
MIR138-1,0.0
MIR146A,0.0
MIR142,0.0
MIR141,0.0
MIR140,0.0
MIR125B1,0.0
MIR23B,0.0
MIR27B,0.0
MIR30B,0.0
MIR122,0.0
MIR124-1,0.0
MIR124-2,0.0
MIR124-3,0.0
MIR128-1,0.0
MIR138-2,0.0
MIR130A,0.0
MIR132,0.0
MIR133A1,0.0
MIR133A2,0.0
MIR135A1,0.0
MIR135A2,0.0
MIR137,0.0
MIR149,0.0
MIR154,0.0
MIR1-2,0.0
MIR184,0.0
MIR219A2,0.0
MIR34B,0.0
MIR34C,0.0
MIR299,0.0
MIR301A,0.0
MIR99B,0.0
MIR296,0.0
MIR130B,0.0
MIR30E,0.0
MIR26A2,0.0
MIR361,0.0
MIR362,0.0
MIR363,0.0
MIR365A,0.0
MIR365B,0.0
MIR302B,0.0
MIR302C,0.0
MIR101-2,0.0
MIR302A,0.0
MIR200A,0.0
MIR206,0.0
MIR185,0.0
MIR186,0.0
MIR188,0.0
MIR190A,0.0
MIR193A,0.0
MIR194-1,0.0
MIR195,0.0
MIR320A,0.0
MIR30C1,0.0
MIR200C,0.0
MIR1-1,0.0
MIR181B2,0.0
MIR128-2,0.0
MIR194-2,0.0
MIR106B,0.0
MIR29C,0.0
MIR15B,0.0
MIRLET7I,0.0
MIR367,0.0
MIR198,0.0
MIR95,0.0
MIR96,0.0
MIR98,0.0
MIR99A,0.0
MIR100,0.0
MIR101-1,0.0
MIR29B1,0.0
MIR29B2,0.0
MIR103A2,0.0
MIR103A1,0.0
MIR105-1,0.0
MIR105-2,0.0
MIR106A,0.0
MIR107,0.0
MIR16-2,0.0
MIR192,0.0
MIR196A1,0.0
MIR93,0.0
MIR92A2,0.0
MIR92A1,0.0
MIR25,0.0
MIR19B2,0.0
MIR20A,0.0
MIR21,0.0
MIR22,0.0
MIR23A,0.0
MIR24-1,0.0
MIR24-2,0.0
MIR26A1,0.0
MIR33A,0.0
MIR26B,0.0
MIR27A,0.0
MIR28,0.0
MIR29A,0.0
MIR30A,0.0
MIR31,0.0
MIR32,0.0
MIR197,0.0
MIR199A1,0.0
MIRLET7G,0.0
MIR208A,0.0
MIR204,0.0
MIR205,0.0
MIR210,0.0
